timestamp,unit_id,unit_type,empire_or_resistance,location_x,location_y,destination_x,destination_y,homeworld
2025-03-17 15:02:21,32,resistance_soldier,empire,8,1,3,7,Dagobah
2025-03-17 15:02:20,33,unknown,empire,5,7,9,10,Dorin
2025-03-17 15:02:19,34,at-st,resistance,10,7,2,5,Zolan
2025-03-17 15:02:18,35,stormtrooper,resistance,9,7,1,5,Dathomir
2025-03-17 15:02:17,36,at-st,resistance,7,8,9,9,Mirial
2025-03-17 15:02:16,37,resistance_soldier,resistance,2,7,1,3,Champala
2025-03-17 15:02:15,38,tie_silencer,resistance,8,6,6,5,Iktotch
2025-03-17 15:02:14,39,resistance_soldier,empire,4,5,4,9,Cerea
2025-03-17 15:02:13,40,unknown,resistance,10,5,9,1,Cerea
2025-03-17 15:02:12,41,unknown,empire,7,9,4,9,Aleen Minor
2025-03-17 15:02:11,42,at-st,empire,9,6,9,6,Stewjon
2025-03-17 15:02:10,43,tie_fighter,empire,10,3,9,3,Rodia
2025-03-17 15:02:09,44,stormtrooper,empire,5,7,10,9,Vulpter
2025-03-17 15:02:08,45,x-wing,empire,10,3,4,10,Trandosha
2025-03-17 15:02:07,46,unknown,empire,2,6,2,10,Serenno
2025-03-17 15:02:06,47,unknown,resistance,4,7,10,5,Concord Dawn
2025-03-17 15:02:05,48,at-st,resistance,2,2,9,1,Dagobah
2025-03-17 15:02:04,49,x-wing,resistance,2,2,2,7,Alderaan
2025-03-17 15:02:03,50,at-at,empire,4,10,10,3,Stewjon
2025-03-17 15:02:02,51,at-at,resistance,6,3,5,10,Champala
2025-03-17 15:02:01,52,resistance_soldier,resistance,5,6,6,7,Ojom
2025-03-17 15:02:00,53,x-wing,resistance,8,3,9,9,Zolan
2025-03-17 15:01:59,54,stormtrooper,empire,9,3,1,1,Tund
2025-03-17 15:01:58,55,tie_fighter,resistance,8,9,9,2,Ryloth
2025-03-17 15:01:57,56,x-wing,resistance,8,8,10,9,Alderaan
2025-03-17 15:01:56,57,tie_silencer,empire,10,1,4,4,Trandosha
2025-03-17 15:01:55,58,resistance_soldier,empire,4,1,9,7,Kalee
2025-03-17 15:01:54,59,stormtrooper,resistance,6,4,6,6,Shili
2025-03-17 15:01:53,60,stormtrooper,resistance,9,9,2,10,Mon Cala
2025-03-17 15:01:52,61,stormtrooper,empire,10,2,7,6,Toydaria
2025-03-17 15:01:51,62,x-wing,empire,8,7,5,6,Tholoth
2025-03-17 15:01:50,63,at-at,resistance,8,7,5,1,Umbara
2025-03-17 15:01:49,64,tie_fighter,empire,8,2,5,2,Rodia
2025-03-17 15:01:48,65,x-wing,resistance,3,6,2,5,Mon Cala
2025-03-17 15:01:47,66,x-wing,resistance,5,2,3,3,Sullust
2025-03-17 15:01:46,67,tie_silencer,resistance,2,5,7,6,Mon Cala
2025-03-17 15:01:45,68,at-st,resistance,5,7,10,3,Kashyyyk
2025-03-17 15:01:44,69,unknown,resistance,8,7,8,3,Sullust
2025-03-17 15:01:43,70,x-wing,empire,6,10,7,10,Malastare
2025-03-17 15:01:42,71,at-at,resistance,9,8,6,1,Naboo
2025-03-17 15:01:41,72,unknown,empire,3,10,5,5,Dagobah
2025-03-17 15:01:40,73,at-at,resistance,8,5,8,8,Aleen Minor
2025-03-17 15:01:39,74,resistance_soldier,empire,5,7,7,4,Corellia
2025-03-17 15:01:38,75,tie_fighter,empire,10,8,4,9,Serenno
2025-03-17 15:01:37,76,unknown,resistance,4,8,5,9,Malastare
2025-03-17 15:01:36,77,resistance_soldier,empire,7,6,6,9,Bestine IV
2025-03-17 15:01:35,78,tie_silencer,empire,4,6,1,9,Shili
2025-03-17 15:01:34,79,tie_fighter,resistance,1,4,6,3,Mirial
2025-03-17 15:01:33,80,at-at,empire,7,2,3,8,Muunilinst
2025-03-17 15:01:32,81,x-wing,empire,3,10,4,8,Shili
2025-03-17 15:01:31,82,unknown,resistance,5,7,4,8,Chandrila
2025-03-17 15:01:30,83,stormtrooper,empire,4,7,4,3,Chandrila
2025-03-17 15:01:29,84,tie_fighter,resistance,9,2,8,3,Troiken
2025-03-17 15:01:28,85,unknown,empire,3,10,1,3,Ojom
2025-03-17 15:01:27,86,stormtrooper,resistance,8,8,7,7,Eriadu
2025-03-17 15:01:26,87,stormtrooper,resistance,9,7,7,9,Kashyyyk
2025-03-17 15:01:25,88,resistance_soldier,empire,9,1,4,2,Muunilinst
2025-03-17 15:01:24,89,at-at,resistance,7,10,6,8,Eriadu
2025-03-17 15:01:23,90,x-wing,resistance,5,10,1,4,Tholoth
2025-03-17 15:01:22,91,resistance_soldier,empire,4,9,2,7,Shili
2025-03-17 15:01:21,92,tie_fighter,resistance,5,9,8,9,Socorro
2025-03-17 15:01:20,93,at-st,resistance,10,1,8,8,Iktotch
2025-03-17 15:01:19,94,tie_fighter,empire,3,8,3,2,Ojom
2025-03-17 15:01:18,95,at-st,resistance,1,9,1,3,Cerea
2025-03-17 15:01:17,96,at-at,resistance,8,2,2,9,Alderaan
2025-03-17 15:01:16,97,tie_silencer,resistance,7,2,10,3,Haruun Kal
2025-03-17 15:01:15,98,tie_silencer,resistance,2,7,4,3,Mon Cala
2025-03-17 15:01:14,99,at-at,empire,10,6,9,6,Glee Anselm
2025-03-17 15:01:13,100,at-at,empire,6,6,8,9,Corellia
2025-03-17 15:01:12,101,at-at,resistance,1,10,3,5,Alderaan
2025-03-17 15:01:11,102,at-st,resistance,8,2,1,10,Ojom
2025-03-17 15:01:10,103,at-st,empire,1,1,4,5,Tholoth
2025-03-17 15:01:09,104,tie_silencer,resistance,5,2,3,3,Iridonia
2025-03-17 15:01:08,105,resistance_soldier,resistance,2,9,3,8,Alderaan
2025-03-17 15:01:07,106,unknown,empire,1,10,6,5,Toydaria
2025-03-17 15:01:06,107,tie_silencer,resistance,1,6,7,2,Chandrila
2025-03-17 15:01:05,108,unknown,resistance,1,1,4,7,Ryloth
2025-03-17 15:01:04,109,resistance_soldier,resistance,3,6,10,3,Shili
2025-03-17 15:01:03,110,x-wing,resistance,1,6,9,8,Quermia
2025-03-17 15:01:02,111,tie_silencer,resistance,4,9,9,7,Glee Anselm
2025-03-17 15:01:01,112,stormtrooper,empire,6,2,10,6,Trandosha
2025-03-17 15:01:00,113,stormtrooper,empire,5,7,6,5,Corellia
2025-03-17 15:00:59,114,resistance_soldier,resistance,1,2,5,10,Ryloth
2025-03-17 15:00:58,115,at-st,empire,4,4,4,8,Serenno
2025-03-17 15:00:57,116,tie_silencer,empire,1,5,4,9,Muunilinst
2025-03-17 15:00:56,117,at-at,empire,3,2,4,10,Iktotch
2025-03-17 15:00:55,118,tie_silencer,empire,6,7,6,7,Champala
2025-03-17 15:00:54,119,tie_silencer,resistance,9,8,2,6,Champala
2025-03-17 15:00:53,120,tie_silencer,resistance,4,1,4,5,Alderaan
2025-03-17 15:00:52,121,tie_fighter,resistance,3,10,6,10,Ryloth
2025-03-17 15:00:51,122,stormtrooper,resistance,1,9,1,1,Rodia
2025-03-17 15:00:50,123,stormtrooper,resistance,4,2,5,6,Dathomir
2025-03-17 15:00:49,124,tie_silencer,empire,10,1,8,6,Cerea
2025-03-17 15:00:48,125,x-wing,resistance,7,5,8,1,Dathomir
2025-03-17 15:00:47,126,tie_silencer,empire,3,9,4,2,Tatooine
2025-03-17 15:00:46,127,resistance_soldier,resistance,9,9,5,3,Socorro
2025-03-17 15:00:45,128,unknown,empire,3,3,1,1,Tund
2025-03-17 15:00:44,129,stormtrooper,resistance,9,4,1,6,Quermia
2025-03-17 15:00:43,130,x-wing,resistance,6,8,10,2,Stewjon
2025-03-17 15:00:42,131,tie_fighter,resistance,3,2,7,2,Tholoth
2025-03-17 15:00:41,132,unknown,resistance,1,2,7,6,Tatooine
2025-03-17 15:00:40,133,tie_fighter,empire,4,5,7,2,Dagobah
2025-03-17 15:00:39,134,stormtrooper,empire,4,1,5,6,Toydaria
2025-03-17 15:00:38,135,x-wing,empire,2,8,4,7,Troiken
2025-03-17 15:00:37,136,stormtrooper,resistance,1,1,7,4,Champala
2025-03-17 15:00:36,137,unknown,empire,8,7,9,2,Bestine IV
2025-03-17 15:00:35,138,tie_silencer,empire,10,9,5,3,Troiken
2025-03-17 15:00:34,139,unknown,resistance,3,1,6,5,Kalee
2025-03-17 15:00:33,140,at-at,empire,5,9,10,4,Eriadu
2025-03-17 15:00:32,141,resistance_soldier,resistance,10,9,6,10,Naboo
2025-03-17 15:00:31,142,resistance_soldier,empire,3,5,8,2,Cerea
2025-03-17 15:00:30,143,tie_silencer,resistance,1,10,2,5,Cerea
2025-03-17 15:00:29,144,at-at,empire,7,2,2,2,Tund
2025-03-17 15:00:28,145,unknown,resistance,2,10,8,1,Kalee
2025-03-17 15:00:27,146,tie_silencer,empire,2,5,8,7,Mirial
2025-03-17 15:00:26,147,x-wing,resistance,2,1,2,9,Mon Cala
2025-03-17 15:00:25,148,at-at,empire,2,4,1,6,Trandosha
2025-03-17 15:00:24,149,unknown,resistance,4,2,10,8,Iktotch
2025-03-17 15:00:23,150,unknown,resistance,3,5,5,1,Ryloth
2025-03-17 15:00:22,151,tie_fighter,empire,8,3,4,7,Vulpter
2025-03-17 15:00:21,152,resistance_soldier,empire,10,8,1,3,Malastare
2025-03-17 15:00:20,153,stormtrooper,empire,8,9,2,4,Cerea
2025-03-17 15:00:19,154,tie_fighter,resistance,4,10,2,7,Sullust
2025-03-17 15:00:18,155,unknown,empire,7,8,7,5,Malastare
2025-03-17 15:00:17,156,tie_silencer,empire,6,9,3,10,Champala
2025-03-17 15:00:16,157,at-st,resistance,9,6,2,1,Sullust
2025-03-17 15:00:15,158,at-at,resistance,5,6,10,5,Sullust
2025-03-17 15:00:14,159,stormtrooper,resistance,2,6,10,10,Iridonia
2025-03-17 15:00:13,160,x-wing,empire,3,9,9,8,Dagobah
2025-03-17 15:00:12,161,at-at,empire,4,2,7,9,Rodia
2025-03-17 15:00:11,162,x-wing,empire,8,7,7,9,Toydaria
2025-03-17 15:00:10,163,resistance_soldier,resistance,3,10,1,8,Socorro
2025-03-17 15:00:09,164,stormtrooper,resistance,2,5,3,5,Quermia
2025-03-17 15:00:08,165,tie_fighter,resistance,6,7,7,5,Zolan
2025-03-17 15:00:07,166,tie_silencer,empire,3,1,3,10,Mirial
2025-03-17 15:00:06,167,at-at,empire,4,5,10,10,Corellia
2025-03-17 15:00:05,168,unknown,empire,5,2,8,8,Muunilinst
2025-03-17 15:00:04,169,tie_silencer,resistance,8,4,8,9,Troiken
2025-03-17 15:00:03,170,tie_fighter,resistance,3,6,4,7,Rodia
2025-03-17 15:00:02,171,at-at,resistance,2,10,8,9,Cerea
2025-03-17 15:00:01,172,unknown,resistance,4,6,2,6,Sullust
2025-03-17 15:00:00,173,unknown,resistance,6,6,5,1,Chandrila
2025-03-17 14:59:59,174,tie_silencer,resistance,1,5,1,2,Skako
2025-03-17 14:59:58,175,at-st,empire,6,7,4,8,Glee Anselm
2025-03-17 14:59:57,176,x-wing,resistance,3,3,7,7,Glee Anselm
2025-03-17 14:59:56,177,tie_fighter,resistance,5,8,7,10,Glee Anselm
2025-03-17 14:59:55,178,resistance_soldier,resistance,5,9,2,1,Shili
2025-03-17 14:59:54,179,resistance_soldier,empire,4,8,2,2,Tund
2025-03-17 14:59:53,180,at-at,empire,9,10,8,2,Trandosha
2025-03-17 14:59:52,181,resistance_soldier,resistance,5,3,10,6,Ryloth
2025-03-17 14:59:51,182,x-wing,empire,1,9,3,8,Stewjon
2025-03-17 14:59:50,183,unknown,resistance,9,3,4,5,Naboo
2025-03-17 14:59:49,184,tie_silencer,resistance,8,9,5,4,Champala
2025-03-17 14:59:48,185,resistance_soldier,resistance,4,3,6,1,Glee Anselm
2025-03-17 14:59:47,186,tie_fighter,resistance,3,9,6,2,Ojom
2025-03-17 14:59:46,187,resistance_soldier,resistance,3,4,8,6,Kalee
2025-03-17 14:59:45,188,tie_silencer,empire,8,7,7,1,Serenno
2025-03-17 14:59:44,189,tie_fighter,empire,1,10,7,7,Haruun Kal
2025-03-17 14:59:43,190,unknown,empire,5,2,6,5,Corellia
2025-03-17 14:59:42,191,resistance_soldier,empire,4,10,5,5,Tund
2025-03-17 14:59:41,192,x-wing,empire,9,5,5,4,Serenno
2025-03-17 14:59:40,193,x-wing,resistance,3,9,10,5,Vulpter
2025-03-17 14:59:39,194,at-st,empire,6,7,5,6,Ojom
2025-03-17 14:59:38,195,at-at,resistance,8,10,8,1,Serenno
2025-03-17 14:59:37,196,at-st,empire,7,3,7,5,Zolan
2025-03-17 14:59:36,197,tie_silencer,resistance,7,6,10,3,Sullust
2025-03-17 14:59:35,198,stormtrooper,empire,10,9,1,5,Corellia
2025-03-17 14:59:34,199,at-at,empire,3,1,9,6,Toydaria
2025-03-17 14:59:33,200,tie_silencer,resistance,5,7,6,5,Trandosha
2025-03-17 14:59:32,201,tie_fighter,empire,10,6,8,9,Toydaria
2025-03-17 14:59:31,202,tie_silencer,resistance,9,9,3,2,Serenno
2025-03-17 14:59:30,203,tie_fighter,empire,1,4,1,7,Tatooine
2025-03-17 14:59:29,204,stormtrooper,resistance,6,5,1,10,Iktotch
2025-03-17 14:59:28,205,at-at,resistance,8,6,3,3,Zolan
2025-03-17 14:59:27,206,unknown,empire,2,8,5,1,Toydaria
2025-03-17 14:59:26,207,tie_silencer,empire,2,7,10,2,Champala
2025-03-17 14:59:25,208,tie_silencer,resistance,7,9,2,10,Mon Cala
2025-03-17 14:59:24,209,at-st,resistance,9,3,2,8,Sullust
2025-03-17 14:59:23,210,resistance_soldier,empire,8,1,6,7,Troiken
2025-03-17 14:59:22,211,stormtrooper,empire,2,10,6,6,Serenno
2025-03-17 14:59:21,212,unknown,empire,3,3,3,10,Cerea
2025-03-17 14:59:20,213,tie_fighter,resistance,1,7,1,5,Socorro
2025-03-17 14:59:19,214,stormtrooper,resistance,3,4,9,10,Tatooine
2025-03-17 14:59:18,215,unknown,resistance,7,2,10,10,Rodia
2025-03-17 14:59:17,216,unknown,resistance,10,1,10,8,Iktotch
2025-03-17 14:59:16,217,tie_silencer,resistance,10,8,8,5,Mirial
2025-03-17 14:59:15,218,x-wing,empire,4,3,3,7,Eriadu
2025-03-17 14:59:14,219,at-at,empire,5,7,6,1,Iktotch
2025-03-17 14:59:13,220,at-st,empire,2,8,4,8,Malastare
2025-03-17 14:59:12,221,unknown,empire,3,9,2,8,Malastare
2025-03-17 14:59:11,222,tie_fighter,resistance,2,9,8,4,Troiken
2025-03-17 14:59:10,223,resistance_soldier,resistance,4,9,2,1,Kashyyyk
2025-03-17 14:59:09,224,tie_silencer,resistance,4,3,9,4,Dagobah
2025-03-17 14:59:08,225,unknown,empire,5,3,1,5,Mirial
2025-03-17 14:59:07,226,resistance_soldier,empire,4,9,10,6,Umbara
2025-03-17 14:59:06,227,at-at,empire,4,4,10,1,Serenno
2025-03-17 14:59:05,228,at-at,resistance,4,10,9,4,Aleen Minor
2025-03-17 14:59:04,229,at-at,resistance,4,7,2,10,Sullust
2025-03-17 14:59:03,230,at-st,empire,2,6,10,10,Eriadu
2025-03-17 14:59:02,231,tie_silencer,resistance,10,4,1,1,Alderaan
2025-03-17 14:59:01,232,tie_fighter,resistance,6,9,2,2,Chandrila
2025-03-17 14:59:00,233,stormtrooper,empire,9,9,5,1,Iridonia
2025-03-17 14:58:59,234,x-wing,resistance,9,10,8,2,Zolan
2025-03-17 14:58:58,235,x-wing,resistance,5,5,4,2,Kalee
2025-03-17 14:58:57,236,tie_fighter,resistance,6,7,2,2,Sullust
2025-03-17 14:58:56,237,resistance_soldier,resistance,8,6,4,8,Kalee
2025-03-17 14:58:55,238,tie_silencer,resistance,2,4,9,4,Ojom
2025-03-17 14:58:54,239,x-wing,empire,3,6,4,8,Mirial
2025-03-17 14:58:53,240,x-wing,resistance,1,2,3,10,Zolan
2025-03-17 14:58:52,241,tie_silencer,empire,6,9,3,1,Concord Dawn
2025-03-17 14:58:51,242,unknown,empire,2,10,5,6,Troiken
2025-03-17 14:58:50,243,tie_silencer,empire,3,9,6,3,Quermia
2025-03-17 14:58:49,244,resistance_soldier,resistance,6,9,3,2,Chandrila
2025-03-17 14:58:48,245,resistance_soldier,resistance,10,9,7,2,Zolan
2025-03-17 14:58:47,246,tie_silencer,resistance,10,5,2,9,Socorro
2025-03-17 14:58:46,247,x-wing,resistance,3,1,7,5,Tatooine
2025-03-17 14:58:45,248,stormtrooper,empire,3,4,8,8,Socorro
2025-03-17 14:58:44,249,at-st,empire,1,10,1,10,Stewjon
2025-03-17 14:58:43,250,tie_silencer,empire,6,4,4,10,Rodia
2025-03-17 14:58:42,251,tie_silencer,resistance,8,5,4,9,Bestine IV
2025-03-17 14:58:41,252,resistance_soldier,empire,4,4,4,4,Skako
2025-03-17 14:58:40,253,at-at,empire,2,3,10,3,Ryloth
2025-03-17 14:58:39,254,resistance_soldier,empire,9,6,3,10,Trandosha
2025-03-17 14:58:38,255,tie_silencer,empire,8,1,4,8,Concord Dawn
2025-03-17 14:58:37,256,tie_silencer,empire,3,10,9,10,Umbara
2025-03-17 14:58:36,257,resistance_soldier,empire,4,2,3,3,Bestine IV
2025-03-17 14:58:35,258,x-wing,empire,2,2,3,5,Tholoth
2025-03-17 14:58:34,259,unknown,resistance,10,4,7,9,Iktotch
2025-03-17 14:58:33,260,resistance_soldier,resistance,6,6,8,7,Glee Anselm
2025-03-17 14:58:32,261,at-at,empire,6,2,10,6,Ojom
2025-03-17 14:58:31,262,x-wing,resistance,3,9,6,4,Dathomir
2025-03-17 14:58:30,263,resistance_soldier,resistance,10,2,5,2,Troiken
2025-03-17 14:58:29,264,unknown,resistance,5,4,10,9,Dathomir
2025-03-17 14:58:28,265,at-st,resistance,10,9,2,6,Kalee
2025-03-17 14:58:27,266,resistance_soldier,empire,3,1,7,10,Iridonia
2025-03-17 14:58:26,267,at-at,resistance,6,6,9,1,Bestine IV
2025-03-17 14:58:25,268,x-wing,resistance,7,8,2,10,Dorin
2025-03-17 14:58:24,269,stormtrooper,empire,7,8,8,7,Serenno
2025-03-17 14:58:23,270,stormtrooper,empire,7,8,8,8,Tund
2025-03-17 14:58:22,271,stormtrooper,resistance,1,8,2,6,Kashyyyk
2025-03-17 14:58:21,272,x-wing,empire,1,7,8,1,Zolan
2025-03-17 14:58:20,273,stormtrooper,resistance,7,9,8,9,Shili
2025-03-17 14:58:19,274,tie_silencer,resistance,7,4,10,7,Quermia
2025-03-17 14:58:18,275,at-at,resistance,2,3,8,5,Sullust
2025-03-17 14:58:17,276,unknown,empire,2,4,4,6,Ryloth
2025-03-17 14:58:16,277,at-st,empire,6,8,9,3,Naboo
2025-03-17 14:58:15,278,stormtrooper,resistance,1,6,7,3,Kashyyyk
2025-03-17 14:58:14,279,at-at,resistance,3,10,8,4,Alderaan
2025-03-17 14:58:13,280,resistance_soldier,resistance,8,10,8,1,Sullust
2025-03-17 14:58:12,281,at-at,resistance,3,8,2,9,Malastare
2025-03-17 14:58:11,282,at-st,empire,10,7,1,7,Serenno
2025-03-17 14:58:10,283,at-st,resistance,7,5,1,8,Rodia
2025-03-17 14:58:09,284,stormtrooper,resistance,8,7,7,5,Zolan
2025-03-17 14:58:08,285,stormtrooper,resistance,9,9,10,9,Alderaan
2025-03-17 14:58:07,286,tie_silencer,resistance,2,1,6,10,Bestine IV
2025-03-17 14:58:06,287,at-st,empire,2,4,10,2,Malastare
2025-03-17 14:58:05,288,x-wing,empire,1,9,1,9,Serenno
2025-03-17 14:58:04,289,unknown,empire,4,3,3,1,Stewjon
2025-03-17 14:58:03,290,x-wing,resistance,4,3,5,9,Cerea
2025-03-17 14:58:02,291,unknown,resistance,1,3,5,2,Alderaan
2025-03-17 14:58:01,292,tie_silencer,empire,9,1,5,1,Ojom
2025-03-17 14:58:00,293,resistance_soldier,empire,6,9,10,5,Dorin
2025-03-17 14:57:59,294,resistance_soldier,resistance,10,3,9,8,Bestine IV
2025-03-17 14:57:58,295,tie_fighter,resistance,4,8,2,1,Kashyyyk
2025-03-17 14:57:57,296,resistance_soldier,empire,3,9,8,7,Ojom
2025-03-17 14:57:56,297,tie_fighter,empire,4,1,4,8,Ojom
2025-03-17 14:57:55,298,resistance_soldier,resistance,6,4,5,7,Chandrila
2025-03-17 14:57:54,299,tie_fighter,empire,7,1,4,6,Toydaria
2025-03-17 14:57:53,300,at-at,resistance,1,10,6,5,Champala
2025-03-17 14:57:52,301,at-st,resistance,7,7,9,9,Mon Cala
2025-03-17 14:57:51,302,resistance_soldier,resistance,2,10,5,4,Eriadu
2025-03-17 14:57:50,303,tie_silencer,resistance,7,7,3,6,Sullust
2025-03-17 14:57:49,304,at-st,resistance,1,10,2,5,Ryloth
2025-03-17 14:57:48,305,x-wing,empire,5,1,6,1,Corellia
2025-03-17 14:57:47,306,x-wing,empire,5,6,5,6,Shili
2025-03-17 14:57:46,307,tie_fighter,empire,5,4,6,9,Ojom
2025-03-17 14:57:45,308,tie_fighter,empire,1,5,7,4,Dathomir
2025-03-17 14:57:44,309,at-at,empire,1,1,10,5,Ryloth
2025-03-17 14:57:43,310,unknown,empire,4,10,6,7,Tholoth
2025-03-17 14:57:42,311,x-wing,resistance,4,1,6,5,Socorro
2025-03-17 14:57:41,312,at-st,empire,4,9,3,3,Quermia
2025-03-17 14:57:40,313,stormtrooper,resistance,1,9,9,5,Iridonia
2025-03-17 14:57:39,314,at-st,resistance,8,2,3,9,Champala
2025-03-17 14:57:38,315,at-at,empire,9,7,4,7,Ojom
2025-03-17 14:57:37,316,at-st,empire,2,5,7,7,Concord Dawn
2025-03-17 14:57:36,317,tie_silencer,resistance,7,3,8,1,Skako
2025-03-17 14:57:35,318,at-st,empire,7,3,7,4,Iktotch
2025-03-17 14:57:34,319,tie_fighter,resistance,1,5,9,7,Eriadu
2025-03-17 14:57:33,320,resistance_soldier,resistance,1,7,9,10,Alderaan
2025-03-17 14:57:32,321,tie_silencer,resistance,7,4,2,4,Chandrila
2025-03-17 14:57:31,322,at-at,resistance,1,9,5,7,Kashyyyk
2025-03-17 14:57:30,323,stormtrooper,resistance,4,8,8,4,Cerea
2025-03-17 14:57:29,324,at-st,resistance,3,3,5,7,Troiken
2025-03-17 14:57:28,325,resistance_soldier,empire,10,10,3,4,Troiken
2025-03-17 14:57:27,326,tie_fighter,empire,7,4,9,2,Kalee
2025-03-17 14:57:26,327,resistance_soldier,empire,10,4,1,2,Corellia
2025-03-17 14:57:25,328,tie_fighter,resistance,4,4,1,4,Skako
2025-03-17 14:57:24,329,tie_fighter,resistance,2,6,9,1,Cerea
2025-03-17 14:57:23,330,resistance_soldier,empire,3,4,8,4,Corellia
2025-03-17 14:57:22,331,stormtrooper,resistance,1,1,3,2,Cerea
2025-03-17 14:57:21,332,at-at,resistance,2,1,3,10,Troiken
2025-03-17 14:57:20,333,stormtrooper,empire,10,4,10,4,Cerea
2025-03-17 14:57:19,334,tie_silencer,resistance,6,1,2,8,Mon Cala
2025-03-17 14:57:18,335,resistance_soldier,empire,4,9,1,4,Trandosha
2025-03-17 14:57:17,336,unknown,empire,3,1,1,7,Ojom
2025-03-17 14:57:16,337,tie_fighter,empire,3,2,9,10,Serenno
2025-03-17 14:57:15,338,at-at,empire,1,10,7,1,Skako
2025-03-17 14:57:14,339,stormtrooper,empire,3,8,2,6,Malastare
2025-03-17 14:57:13,340,x-wing,empire,4,2,7,8,Bestine IV
2025-03-17 14:57:12,341,tie_silencer,resistance,9,2,3,9,Zolan
2025-03-17 14:57:11,342,at-st,resistance,10,1,8,1,Dagobah
2025-03-17 14:57:10,343,tie_silencer,empire,7,9,2,5,Trandosha
2025-03-17 14:57:09,344,x-wing,empire,9,5,1,9,Toydaria
2025-03-17 14:57:08,345,at-at,empire,5,6,9,10,Champala
2025-03-17 14:57:07,346,unknown,empire,1,8,7,6,Tholoth
2025-03-17 14:57:06,347,stormtrooper,empire,8,7,10,5,Quermia
2025-03-17 14:57:05,348,unknown,resistance,5,5,1,2,Quermia
2025-03-17 14:57:04,349,tie_silencer,resistance,5,5,4,5,Bestine IV
2025-03-17 14:57:03,350,at-at,empire,3,2,6,10,Umbara
2025-03-17 14:57:02,351,unknown,resistance,10,1,1,6,Vulpter
2025-03-17 14:57:01,352,at-at,resistance,9,2,6,5,Glee Anselm
2025-03-17 14:57:00,353,tie_silencer,empire,4,8,5,10,Serenno
2025-03-17 14:56:59,354,x-wing,empire,4,8,5,1,Stewjon
2025-03-17 14:56:58,355,x-wing,empire,10,6,4,2,Quermia
2025-03-17 14:56:57,356,stormtrooper,empire,4,6,3,8,Iktotch
2025-03-17 14:56:56,357,unknown,resistance,9,5,8,3,Bestine IV
2025-03-17 14:56:55,358,tie_silencer,empire,10,4,1,9,Stewjon
2025-03-17 14:56:54,359,x-wing,resistance,3,5,10,5,Ojom
2025-03-17 14:56:53,360,tie_fighter,resistance,1,10,3,3,Zolan
2025-03-17 14:56:52,361,at-at,resistance,3,4,2,9,Sullust
2025-03-17 14:56:51,362,tie_fighter,resistance,3,5,8,6,Cerea
2025-03-17 14:56:50,363,at-at,resistance,3,1,2,8,Kalee
2025-03-17 14:56:49,364,resistance_soldier,resistance,8,9,9,7,Bestine IV
2025-03-17 14:56:48,365,at-st,resistance,9,9,2,10,Ryloth
2025-03-17 14:56:47,366,at-at,empire,2,9,2,9,Aleen Minor
